City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,inuvik,80,CA,1525299216,100,68.36,-133.71,22.62,5.61
281,alta floresta,8,BR,1525299216,65,-9.87,-56.08,86.7,1.92
282,ahipara,0,NZ,1525299217,91,-35.17,173.16,58.89,7.96
283,taoudenni,0,ML,1525299218,15,22.68,-3.98,72.21,8.97
284,boa vista,80,BR,1525299219,97,2.82,-60.67,76.62,5.39
285,jalu,92,LY,1525299219,19,29.03,21.55,86.79,7.96
286,la libertad,0,PE,1525299219,31,-16.38,-71.56,56.46,3.6
287,isla vista,0,US,1525299220,95,34.41,-119.86,56.55,8.97
288,padang,88,ID,1525299220,100,-0.92,100.36,82.02,3.04
289,lityn,0,UA,1525299221,63,49.32,28.09,58.17,5.39
290,parrita,8,CR,1525299221,93,9.52,-84.33,82.92,5.73
291,dunedin,88,NZ,1525299222,87,-45.87,170.5,38.28,2.71
292,mutis,64,CO,1525299222,100,6.23,-77.4,79.5,5.06
293,katherine,20,AU,1525299223,67,-14.47,132.26,74.55,9.75
294,labuhan,8,ID,1525299223,97,-2.54,115.51,69.87,1.7
295,taltal,0,CL,1525299224,76,-25.41,-70.49,68.43,2.59
296,galway,80,IE,1525299224,82,53.27,-9.05,47.73,13.33
297,hofn,0,IS,1525299225,99,64.25,-15.21,39.27,13.78
298,juan aldama,88,MX,1525299225,33,24.94,-107.82,88.68,5.28
299,baruun-urt,0,MN,1525299225,52,46.68,113.28,30.09,5.95
300,yulara,88,AU,1525299226,31,-25.24,130.99,63.57,6.85
301,manzhouli,0,CN,1525299226,59,49.6,117.43,27.57,4.72
302,xining,0,CN,1525299226,81,36.62,101.77,27.21,0.69
303,abasolo,64,MX,1525299227,27,20.45,-101.53,84.99,3.15
304,zarate,0,PE,1525299227,70,-13.68,-76.08,73.56,3.94
305,tecoanapa,8,MX,1525299228,46,16.99,-99.26,92.1,7.74
306,omboue,92,GA,1525299228,100,-1.57,9.26,76.08,9.53
307,karratha,36,AU,1525299228,51,-20.74,116.85,62.22,5.39
308,mount isa,0,AU,1525299229,56,-20.73,139.49,58.44,6.73
309,weinan,32,CN,1525299229,51,34.5,109.46,56.19,6.62
310,hay river,92,CA,1525299230,98,60.82,-115.79,47.91,7.07
311,sorong,36,ID,1525299230,100,-0.86,131.25,81.93,10.2
312,gavrilovka vtoraya,0,RU,1525299230,68,52.88,42.77,57.36,5.5
313,kaeo,0,NZ,1525299231,70,-35.1,173.78,56.64,9.42
314,barrow,92,AR,1525299231,82,-38.31,-60.23,62.31,12.21
315,boden,92,SE,1525299232,98,65.83,21.69,35.85,4.16
316,champerico,64,MX,1525299232,85,16.38,-93.6,80.13,2.71
317,manokwari,44,ID,1525299233,100,-0.87,134.08,82.47,4.38
318,namibe,44,AO,1525299233,96,-15.19,12.15,79.59,12.77
319,chicama,24,PE,1525299233,86,-7.84,-79.15,74.01,5.95
320,kiunga,80,PG,1525299234,96,-6.12,141.3,74.01,1.92
321,guerrero negro,0,MX,1525299234,61,27.97,-114.04,65.73,10.65
322,srednekolymsk,48,RU,1525299234,67,67.46,153.71,30.54,5.39
323,moba,0,CD,1525299235,96,-7.04,29.77,67.62,1.25
324,yueyang,92,CN,1525299235,79,29.36,113.12,64.02,7.29
325,anito,44,PH,1525299236,100,12.45,125.29,81.57,6.85
326,pudozh,92,RU,1525299236,96,61.81,36.54,46.47,6.17
327,henties bay,32,NA,1525299236,95,-22.12,14.28,64.83,5.61
328,casa grande,75,US,1525294020,24,32.88,-111.76,71.6,11.41
329,marienburg,20,DE,1525299237,74,52.12,9.98,50.79,3.6
330,yarkovo,76,RU,1525299238,67,54.81,82.6,35.22,10.65
331,huilong,92,CN,1525299238,84,28.89,110.18,62.22,5.95
332,jizan,44,SA,1525299238,99,16.89,42.56,84.18,5.17
333,dubrovnik,24,HR,1525299019,92,42.65,18.09,67.89,5.06
334,cartagena del chaira,8,CO,1525299239,74,1.33,-74.84,82.2,2.93
335,adrar,0,DZ,1525299239,23,27.87,-0.29,67.17,9.98
336,ravar,0,IR,1525299240,48,31.27,56.81,54.12,1.92
337,beian,20,NO,1525299240,80,63.66,9.57,47.64,6.73
338,hovd,8,NO,1525299241,71,63.83,10.7,48.09,8.86
339,nemuro,92,JP,1525299241,96,43.32,145.57,39.99,20.49
340,moerai,0,PF,1525299241,100,-22.43,-151.33,76.98,7.96
341,muravlenko,0,RU,1525299242,73,63.79,74.5,3.54,6.29
342,esperance,76,TT,1525299242,78,10.24,-61.45,81.12,7.74
343,pisco,0,PE,1525299243,70,-13.71,-76.2,73.56,3.94
344,muncar,8,ID,1525299243,92,-8.43,114.34,76.71,5.84
345,talavera,0,PH,1525299244,97,15.58,120.92,69.15,1.7
346,bacolod,44,PH,1525299244,97,10.68,122.95,75.0,1.92
347,salinas,0,US,1525299245,75,36.67,-121.66,61.23,6.96
348,broome,0,GB,1525299245,92,52.47,1.45,43.86,9.42
349,sioux lookout,56,CA,1525299245,68,50.1,-91.92,45.3,5.28
350,phetchaburi,36,TH,1525299246,100,13.1,99.94,83.28,5.61
351,lobito,64,AO,1525299246,76,-12.35,13.55,70.05,1.36
352,constitucion,0,MX,1525299247,18,23.99,-104.67,84.9,14.67
353,yeppoon,64,AU,1525299248,88,-23.13,150.74,67.35,9.08
354,charlestown,8,US,1525299248,62,41.38,-71.64,60.42,15.01
355,inirida,32,CO,1525299249,74,3.87,-67.92,84.09,2.37
356,biskamzha,92,RU,1525299249,100,53.45,89.53,33.69,1.7
357,ponta do sol,0,BR,1525299249,40,-20.63,-46.0,72.03,6.73
358,sayyan,0,YE,1525299250,89,15.17,44.32,49.17,1.36
359,yellowknife,56,CA,1525299250,64,62.45,-114.38,47.91,8.63
360,brae,12,GB,1525299251,98,60.4,-1.35,44.04,10.31
361,bambous virieux,56,MU,1525299251,77,-20.34,57.76,75.54,12.77
362,fairbanks,90,US,1525293240,70,64.84,-147.72,32.0,8.05
363,clyde river,36,CA,1525299251,90,70.47,-68.59,12.45,2.59
364,glasgow,20,GB,1525299252,78,55.86,-4.24,40.71,10.65
365,farmington,88,US,1525299234,56,36.73,-108.21,51.24,11.65
366,quesnel,0,CA,1525299253,39,52.98,-122.49,62.22,4.61
367,skibotn,24,NO,1525299253,100,69.39,20.27,32.34,3.83
368,deqing,8,CN,1525299253,79,30.54,119.97,48.54,3.83
369,ostrovnoy,0,RU,1525299254,84,68.05,39.51,20.82,8.75
370,broken hill,24,AU,1525299254,39,-31.97,141.45,59.25,14.45
371,fredericksburg,68,US,1525299254,64,30.28,-98.87,82.2,17.25
372,tilichiki,32,RU,1525299255,89,60.47,166.1,27.39,4.61
373,owensboro,68,US,1525299234,51,37.77,-87.11,83.82,15.79
374,calvinia,0,ZA,1525299255,86,-31.47,19.78,38.91,2.93
375,mnogovershinnyy,0,RU,1525299256,59,53.94,139.92,31.62,3.38
376,lokosovo,68,RU,1525299256,84,61.13,74.84,18.84,5.39
377,port hardy,64,CA,1525299256,86,50.7,-127.42,52.23,2.26
378,havre-saint-pierre,68,CA,1525299257,93,50.23,-63.6,39.27,15.12
379,baloda,8,IN,1525299257,70,22.15,82.48,73.83,1.81
380,port loko,44,SL,1525299258,63,8.77,-12.79,84.0,14.34
381,kavaratti,80,IN,1525299258,100,10.57,72.64,84.45,6.4
382,kostomuksha,92,RU,1525299259,96,64.59,30.6,32.97,6.96
383,kupang,12,ID,1525299259,100,-10.16,123.6,78.69,8.97
384,bandarbeyla,88,SO,1525299260,100,9.49,50.81,79.14,8.63
385,manggar,8,ID,1525299260,100,-2.88,108.27,76.35,3.04
386,ninh binh,80,VN,1525299260,100,20.25,105.97,73.47,6.4
387,kurchum,32,KZ,1525299261,82,48.57,83.65,38.73,17.81
388,ilulissat,68,GL,1525299261,97,69.22,-51.1,18.3,3.6
389,aizkraukle,0,LV,1525299262,69,56.6,25.25,48.36,4.5
390,baiao,88,BR,1525299262,94,-2.79,-49.67,77.34,2.15
391,krasnoyarsk,76,RU,1525299222,80,56.01,92.87,30.09,4.83
392,tazovskiy,64,RU,1525299263,84,67.47,78.7,7.59,16.02
393,brownwood,48,US,1525299180,49,31.71,-98.99,88.14,21.39
394,santa marta,0,CO,1525299263,95,11.24,-74.21,81.66,25.86
395,barabai,8,ID,1525299264,98,-2.59,115.38,72.39,2.15
396,bilibino,0,RU,1525299264,78,68.06,166.44,27.84,3.15
397,bhuvanagiri,8,IN,1525299265,84,11.44,79.65,81.57,6.4
398,kamaishi,100,JP,1525299265,97,39.28,141.86,59.79,13.22
399,ginda,92,IN,1525299265,100,30.69,78.49,48.09,1.7
400,lavrentiya,48,RU,1525299266,100,65.58,-170.99,21.72,8.3
401,bauchi,8,NG,1525299266,93,10.31,9.85,69.78,3.6
402,puri,0,ID,1525299267,72,-7.54,112.45,65.82,3.6
403,elko,44,US,1525299267,24,40.83,-115.76,57.36,7.96
404,tolaga bay,92,NZ,1525299267,72,-38.37,178.3,57.81,16.02
405,crotone,92,IT,1525299268,97,39.09,17.12,65.37,30.11
406,singaraja,24,ID,1525299268,100,-8.11,115.08,64.38,1.7
407,palmas,92,BR,1525299268,39,-10.18,-48.33,91.29,2.71
408,namatanai,0,PG,1525299269,100,-3.66,152.44,82.11,7.52
409,martapura,8,ID,1525299269,100,-3.41,114.85,75.45,3.38
410,valdivia,92,CL,1525299269,99,-39.81,-73.25,54.12,12.66
411,silifke,0,TR,1525299270,72,36.38,33.93,63.03,5.39
412,beni mazar,64,EG,1525299270,27,28.5,30.8,74.64,5.17
413,kenai,20,US,1525294380,60,60.55,-151.26,42.8,12.75
414,zaltan,0,LY,1525299271,67,32.95,11.87,67.44,17.25
415,ishigaki,88,JP,1525299271,100,24.34,124.16,74.82,26.31
416,vredendal,0,ZA,1525299272,85,-31.68,18.49,47.46,2.93
417,annau,0,TM,1525299272,60,37.89,58.52,47.37,3.94
418,tazmalt,0,DZ,1525299273,90,36.39,4.4,43.32,3.94
419,sanger,0,US,1525299273,48,36.71,-119.56,71.67,4.72
420,gallup,80,US,1525299186,31,35.53,-108.74,48.99,15.46
421,flin flon,0,CA,1525299274,38,54.77,-101.88,53.49,6.06
422,horsham,88,AU,1525299274,82,-36.71,142.2,47.01,6.62
423,buchanan,36,LR,1525299275,94,5.88,-10.05,82.11,6.06
424,kharan,0,PK,1525299275,37,28.58,65.42,62.94,5.5
425,almaznyy,0,RU,1525299275,63,48.03,40.04,57.54,4.05
426,kilinochchi,24,LK,1525299276,100,9.4,80.4,82.56,9.31
427,talnakh,80,RU,1525299277,86,69.49,88.39,16.32,4.94
428,payakumbuh,88,ID,1525299277,93,-0.23,100.63,70.41,2.26
429,lata,92,IN,1525299277,100,30.78,78.62,48.09,1.7
430,santo estevao,92,BR,1525299278,83,-12.43,-39.25,77.43,7.63
431,biak,44,ID,1525299278,100,-0.91,122.88,78.24,5.39
432,abonnema,12,NG,1525299278,91,4.71,6.79,76.71,6.62
433,nguru,8,NG,1525299279,34,12.88,10.45,91.38,15.68
434,avon lake,44,US,1525299279,46,41.51,-82.02,74.55,21.83
435,eyemouth,0,GB,1525299280,96,55.87,-2.09,45.39,19.93
436,moron,80,VE,1525299280,86,10.49,-68.2,74.91,3.71
437,makat,0,KZ,1525299280,35,47.65,53.35,62.04,7.85
438,grindavik,56,IS,1525299281,100,63.84,-22.43,39.81,14.23
439,wukari,8,NG,1525299281,93,7.87,9.78,75.54,6.96
440,ayr,92,GB,1525299060,100,55.46,-4.63,43.77,13.22
441,palembang,64,ID,1525299282,93,-2.99,104.76,75.0,2.71
442,kichera,80,RU,1525299282,95,55.93,110.1,35.22,1.59
443,ketchikan,88,US,1525299283,91,55.34,-131.65,48.09,5.73
444,lubao,68,PH,1525299283,100,14.94,120.6,72.84,3.15
445,seddon,0,NZ,1525299284,100,-41.67,174.07,48.09,3.49
446,muzhi,0,RU,1525299284,73,65.4,64.7,8.85,4.05
447,egvekinot,36,RU,1525299284,95,66.32,-179.17,24.15,3.38
448,usinsk,48,RU,1525299285,81,66.0,57.56,19.74,3.27
449,san quintin,8,PH,1525299285,87,17.54,120.52,73.74,3.49
450,fosses,80,FR,1525299285,94,49.1,2.51,50.97,8.3
451,yakeshi,0,CN,1525299286,70,49.28,120.73,24.87,2.82
452,pangnirtung,56,CA,1525299214,89,66.15,-65.72,11.19,11.65
453,oktyabrskiy,0,RU,1525299286,89,55.61,37.97,57.99,6.62
454,turukhansk,76,RU,1525299287,93,65.8,87.96,8.67,13.67
455,zhezkazgan,0,KZ,1525299287,87,47.8,67.71,37.65,3.15
456,okha,0,RU,1525299288,70,53.59,142.95,20.37,2.82
457,pouembout,48,NC,1525299288,73,-21.12,164.9,66.9,4.27
458,touros,100,BR,1525299289,78,-5.2,-35.46,81.39,10.65
459,sardhana,0,IN,1525299289,86,29.15,77.61,69.6,16.35
460,yumen,0,CN,1525299289,45,40.29,97.04,40.8,2.59
461,macapa,100,BR,1525299290,100,0.05,-51.07,77.07,5.61
462,snasa,0,NO,1525299290,93,64.25,12.38,35.13,5.17
463,beringovskiy,76,RU,1525299290,100,63.05,179.32,27.39,3.38
464,price,92,US,1525299016,98,39.6,-110.81,37.47,2.04
465,milkovo,12,BG,1525299291,93,41.53,24.68,52.86,1.81
466,santa cruz,20,US,1525294380,35,36.97,-122.03,73.4,5.82
467,boditi,44,ET,1525299293,90,6.95,37.86,54.84,1.48
468,berlevag,32,NO,1525299293,98,70.86,29.09,33.87,6.51
469,lahuachaca,68,BO,1525299294,41,-17.38,-67.67,59.43,4.61
470,imbituba,92,BR,1525299294,97,-28.24,-48.67,72.66,13.89
471,kericho,64,KE,1525299295,98,-0.37,35.28,55.92,3.04
472,tiarei,44,PF,1525299295,100,-17.53,-149.33,79.41,7.74
473,antofagasta,0,CL,1525299184,76,-23.65,-70.4,69.42,3.94
474,diego de almagro,0,CL,1525299296,72,-26.39,-70.05,69.69,3.6
475,hauterive,0,FR,1525299296,58,46.09,3.45,46.02,6.73
476,lakki marwat,12,PK,1525299296,68,32.61,70.91,72.84,4.72
477,waipawa,0,NZ,1525299297,80,-39.94,176.59,46.02,3.71
478,kasongo,12,CD,1525299297,96,-4.43,26.67,71.31,2.26
479,aklavik,56,CA,1525299297,100,68.22,-135.01,22.8,5.17
480,sao joao da barra,12,BR,1525299298,100,-21.64,-41.05,76.8,14.12
481,bonga,24,ET,1525299298,97,7.26,36.25,57.45,1.36
482,port augusta,56,AU,1525299298,89,-32.49,137.76,58.17,3.49
483,formosa,12,AR,1525299299,54,-26.19,-58.17,85.08,9.19
484,viedma,76,AR,1525299181,76,-40.81,-62.99,57.81,12.44
485,saryozek,32,KZ,1525299300,61,44.36,77.98,45.84,3.83
486,ambulu,20,ID,1525299300,100,-8.35,113.61,74.37,4.38
487,saint-pierre,44,FR,1525299301,68,48.95,4.24,50.43,7.4
488,roebourne,36,AU,1525299302,51,-20.77,117.15,62.22,5.39
489,aranos,0,NA,1525299302,47,-24.14,19.11,58.89,4.83
490,vila do maio,0,CV,1525299302,96,15.13,-23.22,71.85,15.01
491,chiang klang,92,TH,1525299303,97,19.29,100.86,68.61,1.7
492,benghazi,20,LY,1525299303,99,32.12,20.07,65.82,17.25
493,salaga,12,GH,1525299303,96,8.55,-0.52,76.8,3.15
494,kajaani,92,FI,1525299304,96,64.22,27.73,33.6,6.73
495,gamboma,56,CG,1525299304,91,-1.87,15.88,75.09,6.73
496,micheweni,92,TZ,1525299305,100,-4.97,39.83,79.32,16.58
497,kalmunai,44,LK,1525299305,99,7.42,81.82,76.62,3.15
498,shu,0,KZ,1525299305,79,43.6,73.76,47.64,5.95
499,pospelikha,88,RU,1525299306,95,51.99,81.83,39.09,18.25
500,iquitos,64,PE,1525299306,82,-3.75,-73.25,83.01,3.38
501,mogwase,0,ZA,1525299307,69,-25.28,27.22,52.59,3.71
502,kudat,20,MY,1525299307,96,6.89,116.84,72.57,2.15
503,balabac,64,PH,1525299308,100,7.99,117.06,84.09,3.6
504,augusto correa,76,BR,1525299308,91,-1.02,-46.63,78.33,5.73
505,burnie,12,AU,1525299308,93,-41.05,145.91,62.31,14.23
506,luanda,0,AO,1525299309,85,-8.83,13.24,82.65,9.64
507,najran,36,SA,1525299309,30,17.54,44.22,72.84,4.16
508,trofors,12,NO,1525299310,90,65.54,13.39,31.35,3.27
509,chauk,8,MM,1525299310,100,20.89,94.82,68.97,3.38
510,elizabeth city,0,US,1525299310,30,36.3,-76.22,84.72,12.44
511,haikou,12,CN,1525299311,100,20.04,110.34,73.2,2.15
512,ontario,90,US,1525293900,55,34.07,-117.65,62.6,5.82
513,krabi,92,TH,1525299311,100,8.06,98.92,80.49,3.83
514,salalah,0,OM,1525299312,100,17.01,54.1,80.85,6.06
515,patnos,48,TR,1525299312,93,39.23,42.86,45.57,2.71
516,san cristobal,48,EC,1525299312,83,-0.39,-78.55,56.01,0.47
517,kawalu,0,ID,1525299313,88,-7.38,108.21,57.99,1.92
518,nantucket,0,US,1525299021,78,41.28,-70.1,53.76,22.06
519,bathsheba,92,BB,1525299313,99,13.22,-59.52,79.86,18.25
520,visby,0,SE,1525299314,85,57.64,18.3,44.13,12.1
521,impfondo,32,CD,1525299314,83,1.62,18.06,77.79,2.71
522,hami,0,CN,1525299314,48,42.84,93.51,51.87,4.16
523,kisangani,64,CD,1525299315,70,0.52,25.21,80.22,3.94
524,vardo,0,US,1525299315,28,39.62,-77.74,84.36,9.08
525,tabou,24,CI,1525299315,99,4.42,-7.36,83.28,10.2
526,sharjah,64,AE,1525299316,86,25.36,55.39,82.02,12.21
527,kutum,0,SD,1525299316,28,14.2,24.66,69.06,6.29
528,nyurba,92,RU,1525299316,99,63.29,118.35,45.75,3.38
529,leshukonskoye,44,RU,1525299317,74,64.9,45.76,27.57,5.95
530,santa rosa,92,AR,1525299318,98,-36.62,-64.29,59.43,3.71
531,gladstone,32,AU,1525299319,100,-23.84,151.26,63.66,9.19
532,yatou,56,CM,1525299319,97,3.63,9.81,83.37,9.98
533,escanaba,88,US,1525299320,92,45.75,-87.06,48.54,6.4
534,colares,0,PT,1525299320,100,38.8,-9.45,56.55,1.03
535,guarapari,20,BR,1525299320,97,-20.67,-40.5,76.8,11.77
536,talara,8,PE,1525299340,52,-4.58,-81.27,85.08,11.21
537,narasannapeta,100,IN,1525299322,94,18.42,84.04,80.13,3.6
538,tezu,8,IN,1525299323,62,27.93,96.16,59.25,1.7
539,narsaq,0,GL,1525299323,81,60.91,-46.05,11.82,14.45
540,ojinaga,92,US,1525299323,17,29.56,-104.41,85.17,16.24
541,krasnyy chikoy,44,RU,1525299324,72,50.36,108.75,38.01,1.59
542,mildura,32,AU,1525299324,45,-34.18,142.16,56.55,11.77
543,mujiayingzi,0,CN,1525299324,41,42.12,118.78,40.98,7.74
544,staraya mayna,12,RU,1525299325,69,54.61,48.93,59.43,10.2
545,homer,0,US,1525299325,90,59.64,-151.54,38.46,7.96
546,redmond,0,US,1525299280,66,47.67,-122.12,62.4,2.59
547,toamasina,80,MG,1525299326,99,-18.17,49.38,68.07,3.38
548,plover,68,US,1525299326,72,44.46,-89.54,69.87,13.22
549,port-gentil,92,GA,1525299292,100,-0.72,8.78,79.95,6.62
550,grand gaube,20,MU,1525299327,100,-20.01,57.66,78.15,20.04
551,kormilovka,88,RU,1525299327,80,55.0,74.1,37.38,9.86
552,isiolo,0,KE,1525299327,83,0.35,37.58,67.26,5.39
553,meiganga,68,CM,1525299328,100,6.52,14.29,66.81,1.59
554,la paz,64,MX,1525299328,24,24.15,-110.32,86.34,4.72
555,chivay,80,PE,1525299329,34,-15.64,-71.6,52.59,3.49
556,tagusao,80,PH,1525299329,94,9.19,117.81,81.12,3.71
557,naze,24,NG,1525299330,94,5.43,7.07,75.9,4.72
558,rock sound,92,BS,1525299330,100,24.9,-76.2,74.19,19.48
559,nuuk,8,GL,1525299330,100,64.17,-51.74,17.76,4.61
560,wajid,48,SO,1525299331,85,3.81,43.25,75.72,8.3
561,saurimo,8,AO,1525299331,70,-9.66,20.4,65.82,2.71
562,effingham,48,US,1525299331,53,39.12,-88.54,85.26,17.25
563,poya,92,NC,1525299332,100,-21.35,165.16,74.91,14.23
564,kotri,0,PK,1525299333,65,25.36,68.31,81.12,10.31
